"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"W4MPJ","2024/10/16","","55","WCF","","","","","FL","","","","","","","","","","",""
"W4MPS","2024/10/16","","64","NC","","","","","NC","","","","","","","","","","",""
"W4MR","2024/10/16","","76","SC","","","","","SC","","","","","","","","","","",""
"W4MY","2024/10/16","","76","NC","","","","","NC","","","","","","","","","","",""
"W4MYA","2024/10/16","","58","VA","","","","","VA","","","","","","","","","","",""
"W4NA","2024/10/16","","98","VA","","","","","VA","","","","","","","","","","",""
"W4NBS","2024/10/16","","69","AL","","","","","AL","","","","","","","","","","",""
"W4NC","2024/10/16","","30","NC","","","","","NC","","","","","","","","","","",""
"W4NF","2024/10/16","","75","VA","","","","","VA","","","","","","","","","","",""
"W4NFT","2024/10/16","","65","VA","","","","","VA","","","","","","","","","","",""
"W4NI","2024/10/16","","67","TN","","","","","TN","","","","","","","","","","",""
"W4NJK","2024/10/16","","59","SCV","","","","","CA","","","","","","","","","","",""
"W4NNF","2024/10/16","","69","AL","","","","","AL","","","","","","","","","","",""
"W4NT","2024/10/16","","72","NC","","","","","NC","","","","","","","","","","",""
"W4NTA","2024/10/16","","59","GA","","","","","GA","","","","","","","","","","",""
"W4NTI","2024/10/16","","61","AL","","","","","AL","","","","","","","","","","",""
"W4NVY","2024/10/16","","96","IL","","","","","IL","","","","","","","","","","",""
"W4NX","2024/10/16","","0","TN","","","","","TN","","","","","","","","","","",""
"W4NY","2024/10/16","","79","SFL","","","","","FL","","","","","","","","","","",""
"W4NYY","2024/10/16","","91","VA","","","","","VA","","","","","","","","","","",""
"W4NZ","2024/10/16","","60","TN","","","","","TN","","","","","","","","","","",""
"W4OC","2024/10/16","","64","SC","","","","","SC","","","","","","","","","","",""
"W4OD","2024/10/16","","10","SFL","","","","","FL","","","","","","","","","","",""
"W4ODU","2024/10/16","","62","VA","","","","","VA","","","","","","","","","","",""
"W4OGG","2024/10/16","","40","TN","","","","","TN","","","","","","","","","","",""
"W4OJC","2024/10/16","","64","GA","","","","","GA","","","","","","","","","","",""
"W4OM","2024/10/16","","58","GA","","","","","GA","","","","","","","","","","",""
"W4OTN","2024/10/16","","97","MDC","","","","","MD","","","","","","","","","","",""
"W4OV","2024/10/16","","55","SFL","","","","","FL","","","","","","","","","","",""
"W4OY","2024/10/16","","18","VA","","","","","VA","","","","","","","","","","",""
"W4PA","2024/10/16","","82","TN","","","","","TN","","","","","","","","","","",""
"W4PBG","2024/10/16","","48","MDC","","","","","MD","","","","","","","","","","",""
"W4PF","2024/10/16","","71","KY","","","","","KY","","","","","","","","","","",""
"W4PFM","2024/10/16","","54","VA","","","","","VA","","","","","","","","","","",""
"W4PGM","2024/10/16","","64","TN","","","","","TN","","","","","","","","","","",""
"W4PK","2024/10/16","","54","VA","","","","","VA","","","","","","","","","","",""
"W4PM","2024/10/16","","60","VA","","","","","VA","","","","","","","","","","",""
"W4PV","2024/10/16","","65","TN","","","","","TN","","","","","","","","","","",""
"W4PW","2024/10/16","","90","VA","","","","","VA","","","","","","","","","","",""
"W4QG","2024/10/16","","0","NFL","","","","","FL","","","","","","","","","","",""
"W4QK","2024/10/16","","62","GA","","","","","GA","","","","","","","","","","",""
"W4QM","2024/10/16","","47","SFL","","","","","FL","","","","","","","","","","",""
"W4QNW","2024/10/16","","61","SC","","","","","SC","","","","","","","","","","",""
"W4QO","2024/10/16","","58","GA","","","","","GA","","","","","","","","","","",""
"W4QQI","2024/10/16","","8","VA","","","","","VA","","","","","","","","","","",""
"W4RCX","2024/10/16","","0","KY","","","","","KY","","","","","","","","","","",""
"W4RIM","2024/10/16","","38","VA","","","","","VA","","","","","","","","","","",""
"W4RJ","2024/10/16","","61","AL","","","","","AL","","","","","","","","","","",""
"W4RK","2024/10/16","","54","MO","","","","","MO","","","","","","","","","","",""
"W4RM","2024/10/16","","76","NC","","","","","VA","","","","","","","","","","",""
"W4RN","2024/10/16","","63","VA","","","","","VA","","","","","","","","","","",""
"W4ROT","2024/10/16","","2","NC","","","","","NC","","","","","","","","","","",""
"W4RVN","2024/10/16","","0","VA","","","","","VA","","","","","","","","","","",""
"W4RVU","2024/10/16","","50","NFL","","","","","FL","","","","","","","","","","",""
"W4RX","2024/10/16","","50","VA","","","","","VA","","","","","","","","","","",""
"W4S","2024/10/16","","58","TN","","","","","TN","","","","","","","","","","",""
"W4SAA","2024/10/16","","61","SFL","","","","","FL","","","","","","","","","","",""
"W4SAS","2024/10/16","","50","GA","","","","","GA","","","","","","","","","","",""
"W4SCP","2024/10/16","","65","GA","","","","","GA","","","","","","","","","","",""
"W4SD","2024/10/16","","76","VA","","","","","VA","","","","","","","","","","",""
"W4SHG","2024/10/16","","0","VA","","","","","VA","","","","","","","","","","",""
"W4SIG","2024/10/16","","0","TN","","","","","TN","","","","","","","","","","",""
"W4SJV","2024/10/16","","4","NFL","","","","","FL","","","","","","","","","","",""
"W4SK","2024/10/16","","66","TN","","","","","TN","","","","","","","","","","",""
"W4SMB","2024/10/16","","67","GA","","","","","GA","","","","","","","","","","",""
"W4SNP","2024/10/16","","68","OH","","","","","OH","","","","","","","","","","",""
"W4SPA","2024/10/16","","78","AL","","","","","AL","","","","","","","","","","",""
"W4SSF","2024/10/16","","19","TN","","","","","TN","","","","","","","","","","",""
"W4SVO","2024/10/16","","63","SFL","","","","","FL","","","","","","","","","","",""
"W4SWT","2024/10/16","","3","NC","","","","","NC","","","","","","","","","","",""
"W4SYV","2024/10/16","","61","NFL","","","","","FL","","","","","","","","","","",""
"W4TA","2024/10/16","","13","WCF","","","","","FL","","","","","","","","","","",""
"W4TAA","2024/10/16","","53","WCF","","","","","FL","","","","","","","","","","",""
"W4TDB","2024/10/16","","70","TN","","","","","TN","","","","","","","","","","",""
"W4TFS","2024/10/16","","73","AK","","","","","AK","","","","","","","","","","",""
"W4TG","2024/10/16","","70","VA","","","","","VA","","","","","","","","","","",""
"W4TM","2024/10/16","","76","GA","","","","","GA","","","","","","","","","","",""
"W4TME","2024/10/16","","75","NC","","","","","NC","","","","","","","","","","",""
"W4TMN","2024/10/16","","93","VA","","","","","VA","","","","","","","","","","",""
"W4TMO","2024/10/16","","66","NC","","","","","NC","","","","","","","","","","",""
"W4TNX","2024/10/16","","62","VA","","","","","VA","","","","","","","","","","",""
"W4TTM","2024/10/16","","11","TN","","","","","TN","","","","","","","","","","",""
"W4TTO","2024/10/16","","4","NC","","","","","NC","","","","","","","","","","",""
"W4TTY","2024/10/16","","77","VA","","","","","VA","","","","","","","","","","",""
"W4TTZ","2024/10/16","","92","SFL","","","","","FL","","","","","","","","","","",""
"W4TYU","2024/10/16","","51","TN","","","","","TN","","","","","","","","","","",""
"W4TZM","2024/10/16","","11","NC","","","","","NC","","","","","","","","","","",""
"W4UAL","2024/10/16","","87","AL","","","","","AL","","","","","","","","","","",""
"W4UAT","2024/10/16","","58","EB","","","","","CA","","","","","","","","","","",""
"W4UCZ","2024/10/16","","0","GA","","","","","GA","","","","","","","","","","",""
"W4UDX","2024/10/16","","80","KY","","","","","KY","","","","","","","","","","",""
"W4UEF","2024/10/16","","65","NC","","","","","NC","","","","","","","","","","",""
"W4UFO","2024/10/16","","76","NC","","","","","NC","","","","","","","","","","",""
"W4UG","2024/10/16","","96","VA","","","","","VA","","","","","","","","","","",""
"W4UOO","2024/10/16","","92","WCF","","","","","FL","","","","","","","","","","",""
"W4UOR","2024/10/16","","0","NC","","","","","NC","","","","","","","","","","",""
"W4UR","2024/10/16","","55","TN","","","","","TN","","","","","","","","","","",""
"W4UT","2024/10/16","","64","TN","","","","","TN","","","","","","","","","","",""
"W4UTI","2024/10/16","","50","AL","","","","","AL","","","","","","","","","","",""
"W4UUM","2024/10/16","","52","SFL","","","","","FL","","","","","","","","","","",""
"W4UVA","2024/10/16","","57","VA","","","","","VA","","","","","","","","","","",""
"W4UX","2024/10/16","","65","NC","","","","","NC","","","","","","","","","","",""
"W4V","2024/10/16","","58","VA","","","","","VA","","","","","","","","","","",""
"W4VG","2024/10/16","","68","VA","","","","","VA","","","","","","","","","","",""
"W4VIC","2024/10/16","","55","VA","","","","","VA","","","","","","","","","","",""
"W4VTX","2024/10/16","","20","VA","","","","","VA","","","","","","","","","","",""
"W4VX","2024/10/16","","84","VA","","","","","VA","","","","","","","","","","",""
"W4WA","2024/10/16","","69","GA","","","","","GA","","","","","","","","","","",""
"W4WF","2024/10/16","","99","WCF","","","","","FL","","","","","","","","","","",""
"W4WJ","2024/10/16","","59","STX","","","","","TX","","","","","","","","","","",""
"W4WKU","2024/10/16","","76","KY","","","","","KY","","","","","","","","","","",""
"W4WNT","2024/10/16","","72","NC","","","","","NC","","","","","","","","","","",""
"W4WTB","2024/10/16","","92","NC","","","","","NC","","","","","","","","","","",""
"W4WWQ","2024/10/16","","58","VA","","","","","VA","","","","","","","","","","",""
"W4XO","2024/10/16","","77","GA","","","","","GA","","","","","","","","","","",""
"W4XP","2024/10/16","","59","VA","","","","","VA","","","","","","","","","","",""
"W4XQ","2024/10/16","","69","VA","","","","","VA","","","","","","","","","","",""
"W4XR","2024/10/16","","78","VA","","","","","VA","","","","","","","","","","",""
"W4XXV","2024/10/16","","14","VA","","","","","VA","","","","","","","","","","",""
"W4Y","2024/10/16","","0","GA","","","","","GA","","","","","","","","","","",""
"W4YA","2024/10/16","","51","NFL","","","","","FL","","","","","","","","","","",""
"W4YBB","2024/10/16","","61","GA","","","","","GA","","","","","","","","","","",""
"W4YCZ","2024/10/16","","52","VA","","","","","VA","","","","","","","","","","",""
"W4YDY","2024/10/16","","52","NC","","","","","NC","","","","","","","","","","",""
"W4YE","2024/10/16","","52","VA","","","","","VA","","","","","","","","","","",""
"W4YFJ","2024/10/16","","0","VT","","","","","VT","","","","","","","","","","",""
"W4YK","2024/10/16","","96","NC","","","","","NC","","","","","","","","","","",""
"W4YOK","2024/10/16","","52","NTX","","","","","TX","","","","","","","","","","",""
"W4YPW","2024/10/16","","13","OH","","","","","OH","","","","","","","","","","",""
"W4YWW","2024/10/16","","52","NFL","","","","","FL","","","","","","","","","","",""
"W4YY","2024/10/16","","73","VA","","","","","VA","","","","","","","","","","",""
"W4ZE","2024/10/16","","59","SFL","","","","","FL","","","","","","","","","","",""
"W4ZN","2024/10/16","","65","KY","","","","","KY","","","","","","","","","","",""
"W4ZPR","2024/10/16","","53","VA","","","","","VA","","","","","","","","","","",""
"W4ZW","2024/10/16","","55","CO","","","","","CO","","","","","","","","","","",""
"W4ZY","2024/10/16","","66","VA","","","","","VA","","","","","","","","","","",""
"W4ZYT","2024/10/16","","59","VA","","","","","VA","","","","","","","","","","",""
"W5AC","2024/10/16","","12","STX","","","","","TX","","","","","","","","","","",""
"W5ACQ","2024/10/16","","64","WTX","","","","","TX","","","","","","","","","","",""
"W5AFV","2024/10/16","","66","STX","","","","","TX","","","","","","","","","","",""
"W5AG","2024/10/16","","7","LA","","","","","LA","","","","","","","","","","",""
"W5AH","2024/10/16","","63","NTX","","","","","TX","","","","","","","","","","",""
"W5AHS","2024/10/16","","16","AR","","","","","AR","","","","","","","","","","",""
"W5AJ","2024/10/16","","70","WTX","","","","","TX","","","","","","","","","","",""
"W5AK","2024/10/16","","59","STX","","","","","TX","","","","","","","","","","",""
"W5ASP","2024/10/16","","60","STX","","","","","TX","","","","","","","","","","",""
"W5BGP","2024/10/16","","57","STX","","","","","TX","","","","","","","","","","",""
"W5BL","2024/10/16","","72","NTX","","","","","TX","","","","","","","","","","",""
"W5CAT","2024/10/16","","58","LA","","","","","LA","","","","","","","","","","",""
"W5CDR","2024/10/16","","7","VA","","","","","VA","","","","","","","","","","",""
"W5CF","2024/10/16","","91","NM","","","","","NM","","","","","","","","","","",""
"W5CO","2024/10/16","","64","NM","","","","","NM","","","","","","","","","","",""
"W5COV","2024/10/16","","65","OK","","","","","OK","","","","","","","","","","",""
"W5CPT","2024/10/16","","91","KY","","","","","KY","","","","","","","","","","",""
"W5CSC","2024/10/16","","13","OK","","","","","OK","","","","","","","","","","",""
"W5CSM","2024/10/16","","0","WTX","","","","","TX","","","","","","","","","","",""
"W5CSR","2024/10/16","","18","MS","","","","","MS","","","","","","","","","","",""
"W5CTV","2024/10/16","","85","LA","","","","","LA","","","","","","","","","","",""
"W5CUB","2024/10/16","","79","NTX","","","","","TX","","","","","","","","","","",""
"W5CWT","2024/10/16","","92","NTX","","","","","TX","","","","","","","","","","",""
"W5CX","2024/10/16","","56","NTX","","","","","TX","","","","","","","","","","",""
"W5DAG","2024/10/16","","1","STX","","","","","TX","","","","","","","","","","",""
"W5DBM","2024/10/16","","14","MS","","","","","MS","","","","","","","","","","",""
"W5DDX","2024/10/16","","55","LA","","","","","LA","","","","","","","","","","",""
"W5DET","2024/10/16","","59","NM","","","","","NM","","","","","","","","","","",""
"W5DLD","2024/10/16","","11","LA","","","","","LA","","","","","","","","","","",""
"W5DLM","2024/10/16","","31","AL","","","","","AL","","","","","","","","","","",""
"W5DMB","2024/10/16","","1","STX","","","","","TX","","","","","","","","","","",""
"W5DPH","2024/10/16","","15","OK","","","","","OK","","","","","","","","","","",""
"W5DV","2024/10/16","","59","STX","","","","","TX","","","","","","","","","","",""
"W5EB","2024/10/16","","64","STX","","","","","TX","","","","","","","","","","",""
"W5EKF","2024/10/16","","54","LA","","","","","LA","","","","","","","","","","",""
"W5ESE","2024/10/16","","76","STX","","","","","TX","","","","","","","","","","",""
"W5FIO","2024/10/16","","50","NTX","","","","","TX","","","","","","","","","","",""
"W5FIT","2024/10/16","","0","STX","","","","","TX","","","","","","","","","","",""
"W5FMH","2024/10/16","","71","STX","","","","","TX","","","","","","","","","","",""
"W5FOR","2024/10/16","","12","NTX","","","","","TX","","","","","","","","","","",""
"W5GA","2024/10/16","","70","OK","","","","","OK","","","","","","","","","","",""
"W5GAD","2024/10/16","","56","LA","","","","","LA","","","","","","","","","","",""
"W5GFI","2024/10/16","","63","OK","","","","","OK","","","","","","","","","","",""
"W5GN","2024/10/16","","55","NTX","","","","","TX","","","","","","","","","","",""
"W5GZ","2024/10/16","","76","NM","","","","","NM","","","","","","","","","","",""
"W5HIO","2024/10/16","","55","OH","","","","","OH","","","","","","","","","","",""
"W5HP","2024/10/16","","8","NTX","","","","","TX","","","","","","","","","","",""
"W5HV","2024/10/16","","91","NTX","","","","","TX","","","","","","","","","","",""
"W5IF","2024/10/16","","71","OK","","","","","OK","","","","","","","","","","",""
"W5IL","2024/10/16","","67","NM","","","","","NM","","","","","","","","","","",""
"W5IOH","2024/10/16","","19","STX","","","","","TX","","","","","","","","","","",""
"W5IP","2024/10/16","","60","NM","","","","","NM","","","","","","","","","","",""
"W5IV","2024/10/16","","76","NM","","","","","NM","","","","","","","","","","",""
"W5IX","2024/10/16","","69","STX","","","","","TX","","","","","","","","","","",""
"W5JAK","2024/10/16","","91","CO","","","","","CO","","","","","","","","","","",""
"W5JAY","2024/10/16","","73","AR","","","","","AR","","","","","","","","","","",""
"W5JBI","2024/10/16","","58","NFL","","","","","FL","","","","","","","","","","",""
"W5JBO","2024/10/16","","0","STX","","","","","TX","","","","","","","","","","",""
"W5JBV","2024/10/16","","58","NFL","","","","","FL","","","","","","","","","","",""
"W5JEB","2024/10/16","","20","STX","","","","","TX","","","","","","","","","","",""
"W5JEN","2024/10/16","","1","STX","","","","","TX","","","","","","","","","","",""
"W5JJ","2024/10/16","","15","AR","","","","","AR","","","","","","","","","","",""
"W5JK","2024/10/16","","68","NTX","","","","","TX","","","","","","","","","","",""
"W5JNP","2024/10/16","","6","NTX","","","","","TX","","","","","","","","","","",""
"W5JOV","2024/10/16","","41","NM","","","","","NM","","","","","","","","","","",""
"W5JR","2024/10/16","","0","GA","","","","","GA","","","","","","","","","","",""
"W5JWP","2024/10/16","","2","STX","","","","","TX","","","","","","","","","","",""
"W5KAL","2024/10/16","","12","STX","","","","","TX","","","","","","","","","","",""
"W5KAU","2024/10/16","","73","NTX","","","","","TX","","","","","","","","","","",""
"W5KDJ","2024/10/16","","55","STX","","","","","TX","","","","","","","","","","",""
"W5KDM","2024/10/16","","60","MS","","","","","MS","","","","","","","","","","",""
"W5KFT","2024/10/16","","77","STX","","","","","TX","","","","","","","","","","",""
"W5KI","2024/10/16","","64","AR","","","","","AR","","","","","","","","","","",""
"W5KL","2024/10/16","","30","VA","","","","","VA","","","","","","","","","","",""
"W5KNZ","2024/10/16","","55","STX","","","","","TX","","","","","","","","","","",""
"W5KS","2024/10/16","","47","OK","","","","","OK","","","","","","","","","","",""
"W5KV","2024/10/16","","13","STX","","","","","TX","","","","","","","","","","",""
"W5KY","2024/10/16","","91","STX","","","","","TX","","","","","","","","","","",""
"W5LA","2024/10/16","","61","LA","","","","","LA","","","","","","","","","","",""
"W5LK","2024/10/16","","37","STX","","","","","TX","","","","","","","","","","",""
"W5LL","2024/10/16","","96","NTX","","","","","TX","","","","","","","","","","",""
"W5LO","2024/10/16","","73","WTX","","","","","TX","","","","","","","","","","",""
"W5LST","2024/10/16","","15","AR","","","","","AR","","","","","","","","","","",""
"W5MEJ","2024/10/16","","94","NTX","","","","","TX","","","","","","","","","","",""
"W5MJ","2024/10/16","","93","STX","","","","","TX","","","","","","","","","","",""
"W5MMM","2024/10/16","","16","AR","","","","","AR","","","","","","","","","","",""
"W5MPC","2024/10/16","","88","MS","","","","","MS","","","","","","","","","","",""
"W5MPZ","2024/10/16","","47","NM","","","","","NM","","","","","","","","","","",""
"W5MX","2024/10/16","","80","KY","","","","","KY","","","","","","","","","","",""
"W5MYA","2024/10/16","","54","NTX","","","","","TX","","","","","","","","","","",""
"W5NAC","2024/10/16","","99","NTX","","","","","TX","","","","","","","","","","",""
"W5NE","2024/10/16","","55","NTX","","","","","TX","","","","","","","","","","",""
"W5NOS","2024/10/16","","93","NTX","","","","","TX","","","","","","","","","","",""
"W5NQH","2024/10/16","","99","WTX","","","","","TX","","","","","","","","","","",""
"W5NR","2024/10/16","","31","STX","","","","","TX","","","","","","","","","","",""
"W5NYC","2024/10/16","","0","SFL","","","","","FL","","","","","","","","","","",""
"W5O","2024/10/16","","2","OK","","","","","OK","","","","","","","","","","",""
"W5OCC","2024/10/16","","1","OK","","","","","OK","","","","","","","","","","",""
"W5OT","2024/10/16","","8","AZ","","","","","AZ","","","","","","","","","","",""
"W5OV","2024/10/16","","73","NTX","","","","","TX","","","","","","","","","","",""
"W5OXJ","2024/10/16","","48","OK","","","","","OK","","","","","","","","","","",""
"W5PAA","2024/10/16","","46","OK","","","","","OK","","","","","","","","","","",""
"W5PKK","2024/10/16","","11","NTX","","","","","TX","","","","","","","","","","",""
"W5PQ","2024/10/16","","80","LA","","","","","LA","","","","","","","","","","",""
"W5PR","2024/10/16","","57","STX","","","","","TX","","","","","","","","","","",""
"W5QGG","2024/10/16","","55","WTX","","","","","TX","","","","","","","","","","",""
"W5QLF","2024/10/16","","60","STX","","","","","TX","","","","","","","","","","",""
"W5QZ","2024/10/16","","69","STX","","","","","TX","","","","","","","","","","",""
"W5RAW","2024/10/16","","98","WTX","","","","","TX","","","","","","","","","","",""
"W5RIM","2024/10/16","","79","MS","","","","","MS","","","","","","","","","","",""
"W5RIP","2024/10/16","","76","OK","","","","","OK","","","","","","","","","","",""
"W5RJJ","2024/10/16","","78","NM","","","","","NM","","","","","","","","","","",""
"W5RL","2024/10/16","","69","AR","","","","","AR","","","","","","","","","","",""
"W5ROK","2024/10/16","","67","NTX","","","","","TX","","","","","","","","","","",""
"W5RQ","2024/10/16","","51","STX","","","","","TX","","","","","","","","","","",""
"W5RRR","2024/10/16","","67","STX","","","","","TX","","","","","","","","","","",""
"W5RU","2024/10/16","","55","LA","","","","","LA","","","","","","","","","","",""
"W5RW","2024/10/16","","64","AR","","","","","AR","","","","","","","","","","",""
"W5RYA","2024/10/16","","56","NTX","","","","","TX","","","","","","","","","","",""
"W5RYC","2024/10/16","","72","STX","","","","","TX","","","","","","","","","","",""
"W5RYV","2024/10/16","","50","NTX","","","","","TX","","","","","","","","","","",""
"W5SG","2024/10/16","","59","STX","","","","","TX","","","","","","","","","","",""
"W5SMD","2024/10/16","","10","NTX","","","","","TX","","","","","","","","","","",""
"W5SPS","2024/10/16","","1","NTX","","","","","TX","","","","","","","","","","",""
"W5SS","2024/10/16","","60","NTX","","","","","TX","","","","","","","","","","",""
"W5SSG","2024/10/16","","93","NTX","","","","","TX","","","","","","","","","","",""
"W5TA","2024/10/16","","60","STX","","","","","TX","","","","","","","","","","",""
"W5TAF","2024/10/16","","96","STX","","","","","TX","","","","","","","","","","",""
"W5TAT","2024/10/16","","7","OK","","","","","OK","","","","","","","","","","",""
"W5TB","2024/10/16","","59","NTX","","","","","TX","","","","","","","","","","",""
"W5TD","2024/10/16","","80","OK","","","","","OK","","","","","","","","","","",""
"W5TDY","2024/10/16","","0","GA","","","","","GA","","","","","","","","","","",""
"W5TEH","2024/10/16","","51","WTX","","","","","TX","","","","","","","","","","",""
"W5TJL","2024/10/16","","18","STX","","","","","TX","","","","","","","","","","",""
"W5TJS","2024/10/16","","11","OK","","","","","OK","","","","","","","","","","",""
"W5TM","2024/10/16","","57","OK","","","","","OK","","","","","","","","","","",""
"W5TMC","2024/10/16","","3","OK","","","","","OK","","","","","","","","","","",""
"W5TMW","2024/10/16","","98","AR","","","","","AR","","","","","","","","","","",""
"W5TOY","2024/10/16","","9","STX","","","","","TX","","","","","","","","","","",""
"W5TTE","2024/10/16","","57","NM","","","","","NM","","","","","","","","","","",""
"W5TTX","2024/10/16","","3","STX","","","","","TX","","","","","","","","","","",""
"W5TV","2024/10/16","","53","NTX","","","","","TX","","","","","","","","","","",""
"W5UE","2024/10/16","","73","MS","","","","","MS","","","","","","","","","","",""
"W5UH","2024/10/16","","11","STX","","","","","TX","","","","","","","","","","",""
"W5UHQ","2024/10/16","","59","OH","","","","","OH","","","","","","","","","","",""
"W5UJ","2024/10/16","","","AZ","","","","","AZ","","","","","","","","","","",""
"W5UMS","2024/10/16","","2","MS","","","","","MS","","","","","","","","","","",""
"W5UNT","2024/10/16","","12","NTX","","","","","TX","","","","","","","","","","",""
"W5UOS","2024/10/16","","57","AR","","","","","AR","","","","","","","","","","",""
"W5VE","2024/10/16","","73","NC","","","","","NC","","","","","","","","","","",""
"W5WB","2024/10/16","","80","NTX","","","","","TX","","","","","","","","","","",""
"W5WDY","2024/10/16","","4","NTX","","","","","TX","","","","","","","","","","",""
"W5WI","2024/10/16","","88","WTX","","","","","TX","","","","","","","","","","",""
"W5WMU","2024/10/16","","52","LA","","","","","LA","","","","","","","","","","",""
"W5WRE","2024/10/16","","52","NTX","","","","","TX","","","","","","","","","","",""
"W5WRL","2024/10/16","","75","WTX","","","","","TX","","","","","","","","","","",""
"W5WSS","2024/10/16","","84","OK","","","","","OK","","","","","","","","","","",""
"W5WW","2024/10/16","","90","NTX","","","","","TX","","","","","","","","","","",""
"W5WZ","2024/10/16","","97","LA","","","","","CA","","","","","","","","","","",""
"W5XD","2024/10/16","","71","STX","","","","","TX","","","","","","","","","","",""
"W5XNA","2024/10/16","","16","AR","","","","","AR","","","","","","","","","","",""
"W5XX","2024/10/16","","58","MS","","","","","MS","","","","","","","","","","",""
"W5YAA","2024/10/16","","5","STX","","","","","TX","","","","","","","","","","",""
"W5YD","2024/10/16","","19","MS","","","","","MS","","","","","","","","","","",""
"W5YDM","2024/10/16","","76","NTX","","","","","TX","","","","","","","","","","",""
"W5YM","2024/10/16","","16","AR","","","","","AR","","","","","","","","","","",""
"W5YO","2024/10/16","","14","AR","","","","","AR","","","","","","","","","","",""
"W5YW","2024/10/16","","24","LA","","","","","LA","","","","","","","","","","",""
"W5YZ","2024/10/16","","54","NM","","","","","NM","","","","","","","","","","",""
"W5ZD","2024/10/16","","75","STX","","","","","TX","","","","","","","","","","",""
"W5ZL","2024/10/16","","57","STX","","","","","TX","","","","","","","","","","",""
"W5ZN","2024/10/16","","72","AR","","","","","AR","","","","","","","","","","",""
"W5ZO","2024/10/16","","58","WTX","","","","","TX","","","","","","","","","","",""
"W5ZPA","2024/10/16","","53","LA","","","","","LA","","","","","","","","","","",""
"W5ZQ","2024/10/16","","55","NTX","","","","","TX","","","","","","","","","","",""
"W6ABM","2024/10/16","","0","SJV","","","","","CA","","","","","","","","","","",""
"W6AEA","2024/10/16","","66","EWA","","","","","WA","","","","","","","","","","",""
"W6AFA","2024/10/16","","75","LAX","","","","","CA","","","","","","","","","","",""
"W6AGS","2024/10/16","","57","EB","","","","","CA","","","","","","","","","","",""
"W6AMD","2024/10/16","","78","MI","","","","","MI","","","","","","","","","","",""
"W6AMM","2024/10/16","","57","SCV","","","","","CA","","","","","","","","","","",""
"W6AOZ","2024/10/16","","12","SDG","","","","","CA","","","","","","","","","","",""
"W6AQ","2024/10/16","","51","LAX","","","","","CA","","","","","","","","","","",""
"W6ASH","2024/10/16","","29","SCV","","","","","CA","","","","","","","","","","",""
"W6ATV","2024/10/16","","91","EB","","","","","CA","","","","","","","","","","",""
"W6AUN","2024/10/16","","78","CO","","","","","CO","","","","","","","","","","",""
"W6AWW","2024/10/16","","88","LAX","","","","","CA","","","","","","","","","","",""
"W6AX","2024/10/16","","21","SB","","","","","CA","","","","","","","","","","",""
"W6AYC","2024/10/16","","68","SB","","","","","CA","","","","","","","","","","",""
"W6AZ","2024/10/16","","60","SCV","","","","","CA","","","","","","","","","","",""
"W6BAZ","2024/10/16","","57","SCV","","","","","CA","","","","","","","","","","",""
"W6BB","2024/10/16","","14","EB","","","","","CA","","","","","","","","","","",""
"W6BCE","2024/10/16","","10","LAX","","","","","CA","","","","","","","","","","",""
"W6BKY","2024/10/16","","57","SB","","","","","CA","","","","","","","","","","",""
"W6BO","2024/10/16","","74","SV","","","","","CA","","","","","","","","","","",""
"W6BSD","2024/10/16","","17","SCV","","","","","CA","","","","","","","","","","",""
"W6BSY","2024/10/16","","48","EB","","","","","CA","","","","","","","","","","",""
"W6BUD","2024/10/16","","0","LAX","","","","","CA","","","","","","","","","","",""
"W6BX","2024/10/16","","55","SCV","","","","","CA","","","","","","","","","","",""
"W6CAS","2024/10/16","","19","SDG","","","","","CA","","","","","","","","","","",""
"W6CF","2024/10/16","","48","SCV","","","","","CA","","","","","","","","","","",""
"W6CQP","2024/10/16","","62","EB","","","","","CA","","","","","","","","","","",""
"W6CS","2024/10/16","","49","SCV","","","","","CA","","","","","","","","","","",""
"W6CSA","2024/10/16","","8","MS","","","","","MS","","","","","","","","","","",""
"W6CT","2024/10/16","","69","SCV","","","","","CA","","","","","","","","","","",""
"W6CUS","2024/10/16","","56","EB","","","","","CA","","","","","","","","","","",""
"W6CWM","2024/10/16","","61","SB","","","","","CA","","","","","","","","","","",""
"W6CYX","2024/10/16","","51","SCV","","","","","CA","","","","","","","","","","",""
"W6CZ","2024/10/16","","62","EB","","","","","CA","","","","","","","","","","",""
"W6DPD","2024/10/16","","60","SJV","","","","","CA","","","","","","","","","","",""
"W6DPM","2024/10/16","","78","LAX","","","","","CA","","","","","","","","","","",""
"W6DR","2024/10/16","","80","SCV","","","","","CA","","","","","","","","","","",""
"W6DRX","2024/10/16","","69","SCV","","","","","CA","","","","","","","","","","",""
"W6DSG","2024/10/16","","98","NV","","","","","NV","","","","","","","","","","",""
"W6DSQ","2024/10/16","","57","AL","","","","","AL","","","","","","","","","","",""
"W6DT","2024/10/16","","75","SV","","","","","CA","","","","","","","","","","",""
"W6DTJ","2024/10/16","","66","ORG","","","","","CA","","","","","","","","","","",""
"W6DTW","2024/10/16","","0","SCV","","","","","CA","","","","","","","","","","",""
"W6DUU","2024/10/16","","2","LAX","","","","","CA","","","","","","","","","","",""
"W6DVS","2024/10/16","","91","NC","","","","","NC","","","","","","","","","","",""
